probabilities,true_labels
0.89865553,0
0.7276743,1
0.1145592,0
0.1823978,1
0.45269877,0
0.47711438,0
0.15657987,0
0.30780134,0
0.8883527,0
0.7789168,0
0.20973025,1
0.45881402,0
0.77204305,0
0.39707643,0
0.3559449,0
0.55676574,0
0.8583694,1
0.728875,1
0.84152734,1
0.79224145,0
0.8147491,1
0.73853666,0
0.32777613,0
0.15812284,0
0.80202466,1
0.08065066,0
0.072891295,1
0.13939838,0
0.17005698,0
0.29359037,0
0.1488137,0
0.3420028,1
0.636412,1
0.28673768,0
0.36546618,1
0.19029585,0
0.536989,0
0.7529317,0
0.49066696,0
0.39520773,0
0.78480333,1
0.48471576,0
0.7739938,1
0.033504218,0
0.80777067,1
0.17393893,0
0.04738182,0
0.8495691,1
0.14225365,0
0.2742936,0
0.8646516,0
0.15137944,1
0.29430023,0
0.21181323,0
0.3957526,0
0.71800435,0
0.6083654,0
0.23014112,1
0.75134027,1
0.15339255,0
0.73849434,0
0.81026083,1
0.8264006,0
0.6568017,0
0.51298517,1
0.83756155,1
0.81856203,1
0.8748096,1
0.22389902,0
0.6022128,1
0.025248202,0
0.06269093,0
0.23025182,0
0.8067426,1
0.30093238,0
0.6093554,0
0.5861029,0
0.13259049,1
0.14199732,0
0.011752617,0
0.1371478,0
0.6500065,1
0.12362534,0
0.19463179,0
0.8793181,1
0.5260454,1
0.61109823,0
0.63501364,0
0.6472828,0
0.48633695,1
0.2978009,1
0.6190056,1
0.61641824,1
0.74657226,0
0.88715947,1
0.25192833,0
0.91973716,1
0.34783533,0
0.36857522,0
0.7311268,0
0.08328659,0
0.6271457,1
0.106613405,0
0.11033698,0
0.12263037,0
0.074985914,0
0.2660859,0
0.77855474,1
0.64421034,1
0.8133891,1
0.6845402,0
0.09441165,0
0.24054658,0
0.46878135,0
0.37986907,0
0.020847986,0
0.5756132,1
0.9008682,1
0.84332997,0
0.18022396,0
0.7512421,1
0.59617406,1
0.27891603,0
0.75717944,0
0.122596905,0
0.45203963,0
0.8044435,1
0.7148763,1
0.11693579,0
0.8471636,1
0.21451199,0
0.1803788,0
0.1958038,1
0.0133680785,0
0.2122293,0
0.50851375,1
0.1514612,0
0.85111386,1
0.18900098,0
0.017755209,0
0.17312017,0
0.51505876,0
0.6173883,0
0.18854322,0
0.22230807,0
0.2160224,0
0.298221,0
0.19482665,0
0.8662937,1
0.05058247,0
0.12971583,0
0.82679105,1
0.5582559,0
0.5081998,1
0.5891945,1
0.17020015,0
0.2326229,0
0.1980467,0
0.5189971,0
0.1625547,0
0.7647607,0
0.8349822,1
0.81958425,1
0.2113793,0
0.29184398,1
0.19333467,0
0.22964217,0
0.63614815,1
0.20895411,0
0.27483082,1
0.687519,0
0.7627301,1
0.11070413,0
0.53541154,0
0.25768808,0
0.8328783,0
0.16857873,0
0.87512094,1
0.8428875,0
0.81056803,1
0.19398686,0
0.17433561,0
0.5946012,0
0.6548958,1
0.42605296,0
0.84493536,0
0.023319656,0
0.045065347,0
0.1443344,0
0.016372142,0
0.8261826,1
0.7767999,0
0.8150745,0
0.8363896,1
0.8352106,0
0.58244455,1
0.029889643,0
0.42728972,1
0.71690327,1
0.7108719,1
0.22344474,0
0.02569999,0
0.12414108,0
0.11637996,0
0.05341414,0
0.85264844,1
0.7565709,1
0.10006881,0
0.076483496,0
0.8999282,1
0.09559966,0
0.8348555,0
0.7553057,1
0.8739367,1
0.8049184,0
0.8299544,1
0.79543316,1
0.2934469,0
0.8234537,1
0.40502778,0
0.09288984,0
0.6178302,1
0.04241819,0
0.18538325,0
0.42548567,1
0.4302559,0
0.8528351,1
0.753842,1
0.48772076,0
0.5389584,0
0.16775694,0
0.086603485,0
0.2728963,0
0.4261916,0
0.40769172,1
0.6001341,1
0.49122685,1
0.6491524,0
0.8378151,0
0.85158277,0
0.1957885,0
0.9013889,0
0.12656216,0
0.739356,0
0.834552,1
0.17311995,1
0.2906767,0
0.2282293,0
0.80162185,1
0.26136208,0
0.14900376,0
0.89058566,1
0.8667069,1
0.90104693,1
0.6188352,0
0.77674603,1
0.4070675,1
0.2548074,1
0.752633,1
0.09213866,0
0.831557,1
0.5350977,1
0.6508789,0
0.030259112,0
0.29287526,0
0.14854813,1
0.706409,0
0.43172944,0
0.5645963,0
0.34526733,0
0.25752452,0
0.34667325,0
0.783456,0
0.068659954,0
0.8178063,1
0.9081361,1
0.060247906,0
0.47574964,0
0.19251041,0
0.36586398,0
0.1519387,0
0.27167407,0
0.1854493,0
0.4595519,1
0.3814567,0
0.66625327,0
0.90833914,0
0.32505137,0
